index,question,distractor3,distractor1,distractor2,correct_answer,support,support-clean,word_count
8055,Are cnidarians typically found in ocean or fresh water habitats?,freshwater,lakes,rivers,ocean,Cnidarians can be found in almost all ocean habitats. A few species live in fresh water.,Cnidarians can be found in almost all ocean habitats. A few species live in fresh water.,16
373,Baroreceptors in the aortic arch and carotid sinuses monitor what level in the body?,temperature,hunger,air intake,blood pressure,"25.9 Regulation of Fluid Volume and Composition The major hormones regulating body fluids are ADH, aldosterone and ANH. Progesterone is similar in structure to aldosterone and can bind to and weakly stimulate aldosterone receptors, providing a similar but diminished response. Blood pressure is a reflection of blood volume and is monitored by baroreceptors in the aortic arch and carotid sinuses. When blood pressure increases, more action potentials are sent to the central nervous system, resulting in greater vasodilation, greater GFR, and more water lost in the urine. ANH is released by the cardiomyocytes when blood pressure increases, causing Na+ and water loss. ADH at high levels causes vasoconstriction in addition to its action on the collecting ducts to recover more water. Diuretics increase urine volume. Mechanisms for controlling Na+ concentration in the blood include the renin–angiotensin–aldosterone system and ADH. When Na+ is retained, K+ is excreted; when Na+ is lost, K+ is retained. When circulating Ca++ decreases, PTH stimulates the reabsorption of Ca++ and inhibits reabsorption of HPO 24 − . pH is regulated through buffers, expiration of CO2, and excretion of acid or base by the kidneys. The breakdown of amino acids produces ammonia. Most ammonia is converted into less-toxic urea in the liver and excreted in the urine. Regulation of drugs is by glomerular filtration, tubular secretion, and tubular reabsorption.","25.9 Regulation of Fluid Volume and Composition The major hormones regulating body fluids are ADH, aldosterone and ANH. Progesterone is similar in structure to aldosterone and can bind to and weakly stimulate aldosterone receptors, providing a similar but diminished response. Blood pressure is a reflection of blood volume and is monitored by baroreceptors in the aortic arch and carotid sinuses. When blood pressure increases, more action potentials are sent to the central nervous system, resulting in greater vasodilation, greater GFR, and more water lost in the urine. ANH is released by the cardiomyocytes when blood pressure increases, causing Na+ and water loss. ADH at high levels causes vasoconstriction in addition to its action on the collecting ducts to recover more water. Diuretics increase urine volume. Mechanisms for controlling Na+ concentration in the blood include the renin–angiotensin–aldosterone system and ADH. When Na+ is retained, K+ is excreted; when Na+ is lost, K+ is retained. When circulating Ca++ decreases, PTH stimulates the reabsorption of Ca++ and inhibits reabsorption of HPO 24 − . pH is regulated through buffers, expiration of CO2, and excretion of acid or base by the kidneys. The breakdown of amino acids produces ammonia. Most ammonia is converted into less-toxic urea in the liver and excreted in the urine. Regulation of drugs is by glomerular filtration, tubular secretion, and tubular reabsorption.",222
1886,What term is defined as a way of writing very large or small numbers that uses exponents?,quadratic notation,certain notation,exponential notation,scientific notation,Quantities in science may be very large or very small. This usually requires many zeroes to the left or right of the decimal point. Such numbers can be hard to read and write accurately. That’s where scientific notation comes in. Scientific notation is a way of writing very large or small numbers that uses exponents. Numbers are written in this format:.,Quantities in science may be very large or very small. This usually requires many zeroes to the left or right of the decimal point. Such numbers can be hard to read and write accurately. That’s where scientific notation comes in. Scientific notation is a way of writing very large or small numbers that uses exponents. Numbers are written in this format:.,61
9554,Tuna have been shown to contain high levels of what metal?,iron,cadmium,titanium,mercury,"The higher up a food chain that humans eat, the greater the levels of toxic metals they take in. That’s why people should avoid eating too much of large fish such as tuna. Tuna are predators near the top of their food chains. They have been shown to contain high levels of mercury. In people, heavy metals can damage the brain and other organs. Unborn babies and young children are most affected. That’s because their organs are still developing.","The higher up a food chain that humans eat, the greater the levels of toxic metals they take in. That’s why people should avoid eating too much of large fish such as tuna. Tuna are predators near the top of their food chains. They have been shown to contain high levels of mercury. In people, heavy metals can damage the brain and other organs. Unborn babies and young children are most affected. That’s because their organs are still developing.",79
9802,Explanations of some aspect of the natural world based on repeated observations are termed what?,scientific guesses,scientific insights,scientific thoughts,scientific theories,Scientific theories are explanations of some aspect of the natural world based on repeated observations.,Scientific theories are explanations of some aspect of the natural world based on repeated observations.,15
8599,Hot material from near the sun’s center rises in which zone?,drifting zone,thermosphere,radiative zone,convection zone,"The convection zone surrounds the radiative zone. In the convection zone, hot material from near the Sun’s center rises. This material cools at the surface, and then plunges back downward. The material then receives more heat from the radiative zone.","The convection zone surrounds the radiative zone. In the convection zone, hot material from near the Sun’s center rises. This material cools at the surface, and then plunges back downward. The material then receives more heat from the radiative zone.",40
504,"Nearly all protists exist in some type of aquatic environment, including freshwater and marine environments, damp soil, and even snow. several protist species are parasites that infect animals or plants. a few protist species live on dead organisms or their wastes, and contribute to what?",spontaneous mutation,greenhouse gas,habitat loss,their decay,"Habitats Nearly all protists exist in some type of aquatic environment, including freshwater and marine environments, damp soil, and even snow. Several protist species are parasites that infect animals or plants. A few protist species live on dead organisms or their wastes, and contribute to their decay.","Habitats Nearly all protists exist in some type of aquatic environment, including freshwater and marine environments, damp soil, and even snow. Several protist species are parasites that infect animals or plants. A few protist species live on dead organisms or their wastes, and contribute to their decay.",47
7170,What is the term for the average number of individuals in a population per unit of area or volume?,Density group,population diameter,population structure,population density,"Population density is the average number of individuals in a population per unit of area or volume. For example, a population of 100 insects that live in an area of 100 square meters has a density of 1 insect per square meter. If the same population lives in an area of only 1 square meter, what is its density? Which population is more crowded? How might crowding affect the health of a population?.","Population density is the average number of individuals in a population per unit of area or volume. For example, a population of 100 insects that live in an area of 100 square meters has a density of 1 insect per square meter. If the same population lives in an area of only 1 square meter, what is its density? Which population is more crowded? How might crowding affect the health of a population?.",73
4496,What blood pressure reading measures the pressure in the vessels between heartbeats?,systolic,metabolic,plasma,diastolic,"40.4 | Blood Flow and Blood Pressure Regulation By the end of this section, you will be able to: • Describe the system of blood flow through the body • Describe how blood pressure is regulated Blood pressure (BP) is the pressure exerted by blood on the walls of a blood vessel that helps to push blood through the body. Systolic blood pressure measures the amount of pressure that blood exerts on vessels while the heart is beating. The optimal systolic blood pressure is 120 mmHg. Diastolic blood pressure measures the pressure in the vessels between heartbeats. The optimal diastolic blood pressure is 80 mmHg. Many factors can affect blood pressure, such as hormones, stress, exercise, eating, sitting, and standing. Blood flow through the body is regulated by the size of blood vessels, by the action of smooth muscle, by one-way valves, and by the fluid pressure of the blood itself.","40.4 | Blood Flow and Blood Pressure Regulation By the end of this section, you will be able to: • Describe the system of blood flow through the body • Describe how blood pressure is regulated Blood pressure (BP) is the pressure exerted by blood on the walls of a blood vessel that helps to push blood through the body. Systolic blood pressure measures the amount of pressure that blood exerts on vessels while the heart is beating. The optimal systolic blood pressure is 120 mmHg. Diastolic blood pressure measures the pressure in the vessels between heartbeats. The optimal diastolic blood pressure is 80 mmHg. Many factors can affect blood pressure, such as hormones, stress, exercise, eating, sitting, and standing. Blood flow through the body is regulated by the size of blood vessels, by the action of smooth muscle, by one-way valves, and by the fluid pressure of the blood itself.",151
10140,Aging occurs as cells lose their ability to do what?,duplicate,fold,split,divide,Aging occurs as cells lose their ability to divide.,Aging occurs as cells lose their ability to divide.,9
1718,What is the most important element to life?,nitrogen,oxygen,hydrogen,carbon,"Carbon is the most important element to life. Without this element, life as we know it would not exist. As you will see, carbon is the central element in compounds necessary for life-organic compounds. These compounds include carbohydrates, lipids, proteins and nucleic acids.","Carbon is the most important element to life. Without this element, life as we know it would not exist. As you will see, carbon is the central element in compounds necessary for life-organic compounds. These compounds include carbohydrates, lipids, proteins and nucleic acids.",43
1462,What is the only continent without amphibians?,Africa,Australia,Europe,antarctica,Amphibians can be found in freshwater and moist terrestrial habitats throughout the world. The only continent without amphibians is Antarctica. Amphibians are especially numerous in temperate lakes and ponds and in tropical rainforests.,Amphibians can be found in freshwater and moist terrestrial habitats throughout the world. The only continent without amphibians is Antarctica. Amphibians are especially numerous in temperate lakes and ponds and in tropical rainforests.,33
386,"Mitosis and meiosis are two types of what process, with dramatically different products?",cell diffusion,cell transition,cell solution,cell division,"Mitosis and meiosis are two types of cell division, with dramatically different products. Mitosis begins with a diploid somatic cell and ends with two genetically identical diploid cells. Meiosis begins with a diploid cell and produces four haploid genetically unique cells that form gametes.","Mitosis and meiosis are two types of cell division, with dramatically different products. Mitosis begins with a diploid somatic cell and ends with two genetically identical diploid cells. Meiosis begins with a diploid cell and produces four haploid genetically unique cells that form gametes.",44
2331,What moves sediments after they have formed?,perspiration,photosynthesis,migration,erosion,"Erosion moves sediments after they have formed. The sediments are transported away from the place where they form. There are several agents of erosion. Flowing water moves and deposits sediments. Water erodes far more material than any other erosional agent. Wind is important as an agent of erosion. This is especially true in arid climates. Ice, in glaciers, can erode enormous quantities of sediments. Gravity as a force of erosion pulls material downhill.","Erosion moves sediments after they have formed. The sediments are transported away from the place where they form. There are several agents of erosion. Flowing water moves and deposits sediments. Water erodes far more material than any other erosional agent. Wind is important as an agent of erosion. This is especially true in arid climates. Ice, in glaciers, can erode enormous quantities of sediments. Gravity as a force of erosion pulls material downhill.",73
6133,The body cells cannot use insulin properly in which type of diabetes?,type 4 diabetes,type 1 diabetes,type 3 diabates,type 2 diabetes,"In type 2 diabetes, the body cells cannot use insulin properly.","In type 2 diabetes, the body cells cannot use insulin properly.",11
2843,"Because opposite charges attract, oppositely charged ions attract each other to form what?",soluble bonds,nuclear bonds,particle bonds,ionic bonds,"until all atoms have octets. Because some atoms will lose electrons and some atoms will gain electrons, there is no overall change in the number of electrons, but individual atoms acquire a nonzero electric charge. Those that lose electrons become positively charged, and those that gain electrons become negatively charged. Charged atoms are called ions. Because opposite charges attract (while like charges repel), these oppositely charged ions attract each other, forming ionic bonds. The resulting compounds are called ionic compounds and are the primary subject of this chapter. The second way for an atom to obtain an octet of electrons is by sharing electrons with another atom. These shared electrons simultaneously occupy the outermost shell of more than one atom. The bond made by electron sharing is called a covalent bond. Covalent bonding and covalent compounds will be discussed in Chapter 4 ""Covalent Bonding and Simple Molecular Compounds"".","until all atoms have octets. Because some atoms will lose electrons and some atoms will gain electrons, there is no overall change in the number of electrons, but individual atoms acquire a nonzero electric charge. Those that lose electrons become positively charged, and those that gain electrons become negatively charged. Charged atoms are called ions. Because opposite charges attract (while like charges repel), these oppositely charged ions attract each other, forming ionic bonds. The resulting compounds are called ionic compounds and are the primary subject of this chapter. The second way for an atom to obtain an octet of electrons is by sharing electrons with another atom. These shared electrons simultaneously occupy the outermost shell of more than one atom. The bond made by electron sharing is called a covalent bond. Covalent bonding and covalent compounds will be discussed in Chapter 4 ""Covalent Bonding and Simple Molecular Compounds"".",148
4222,What type of tissue covers the outside of a plant?,epidermal,porous,anterior,dermal,Dermal tissue covers the outside of a plant in a single layer of cells called the epidermis. It mediates most of the interactions between a plant and its environment.,Dermal tissue covers the outside of a plant in a single layer of cells called the epidermis. It mediates most of the interactions between a plant and its environment.,29
10249,The mature pollen grain is composed of two cells: the pollen tube cell and which other cell?,photosynthesis cell,ova,glial cell,generative cell,"Figure 32.7 Pollen develops from the microspore mother cells. The mature pollen grain is composed of two cells: the pollen tube cell and the generative cell, which is inside the tube cell. The pollen grain has two coverings: an inner layer (intine) and an outer layer (exine). The inset scanning electron micrograph shows Arabidopsis lyrata pollen grains. (credit “pollen micrograph”: modification of work by Robert R. Wise; scale-bar data from Matt Russell).","Figure 32.7 Pollen develops from the microspore mother cells. The mature pollen grain is composed of two cells: the pollen tube cell and the generative cell, which is inside the tube cell. The pollen grain has two coverings: an inner layer (intine) and an outer layer (exine). The inset scanning electron micrograph shows Arabidopsis lyrata pollen grains. (credit “pollen micrograph”: modification of work by Robert R. Wise; scale-bar data from Matt Russell).",72
10035,"Along with climate, this also influences the type of vegetation that can grow in the region?",population density,gravity,fertilizer use,soil type,Soil type also influences the type of vegetation that can grow in the region. We can identify climate types by the types of plants that grow there.,Soil type also influences the type of vegetation that can grow in the region. We can identify climate types by the types of plants that grow there.,27
11074,Planets are held by the force of gravity in elliptical orbits around what?,jupitor,earth,mars,sun,Planets are held by the force of gravity in elliptical orbits around the Sun.,Planets are held by the force of gravity in elliptical orbits around the Sun.,14
8126,What stored form of energy is made up of glycerol and three fatty acid chains?,particulates,hydrocarbons,carbohydrates,triglycerides,"Triglycerides are the main form of stored energy in animals. This type of lipid is commonly called fat. Triglycerides are composed of a glycerol and three fatty acid chains. An example is shown in Figure below . In humans, triglycerides are a mechanism for storing unused calories, and their high concentration in blood correlates with the consumption of excess starches and other carbohydrate-rich foods.","Triglycerides are the main form of stored energy in animals. This type of lipid is commonly called fat. Triglycerides are composed of a glycerol and three fatty acid chains. An example is shown in Figure below . In humans, triglycerides are a mechanism for storing unused calories, and their high concentration in blood correlates with the consumption of excess starches and other carbohydrate-rich foods.",64
7188,What measurement of the wave is used to determine the magnitude of an earthquake?,width,length,diameter,height,"Seismograms contain a lot of information about an earthquake: its strength, length, and distance. Wave height is used to determine the magnitude of the earthquake. The seismogram shows the different arrival times of the seismic waves ( Figure below ). The first waves are P-waves since they are the fastest. S-waves come in next and are usually larger than P-waves. The surface waves arrive just after the S-waves. If the earthquake has a shallow focus, the surface waves are the largest ones recorded.","Seismograms contain a lot of information about an earthquake: its strength, length, and distance. Wave height is used to determine the magnitude of the earthquake. The seismogram shows the different arrival times of the seismic waves ( Figure below ). The first waves are P-waves since they are the fastest. S-waves come in next and are usually larger than P-waves. The surface waves arrive just after the S-waves. If the earthquake has a shallow focus, the surface waves are the largest ones recorded.",83
8701,"Gas particles are constantly colliding with each other and the walls of a container, and these collisions are elastic, so there is no net loss of what?",temperature,velocity,heat,energy,"A N SW E R S 1. Gases consist of tiny particles of matter that are in constant motion. Gas particles are constantly colliding with each other and the walls of a container. These collisions are elastic; that is, there is no net loss of energy from the collisions. Gas particles are separated by large distances, with the size of a gas particle tiny compared to the distances that separate them. There are no interactive forces (i. , attraction or repulsion) between the particles of a gas. The average speed of gas particles is dependent on the temperature of the gas.","A N SW E R S 1. Gases consist of tiny particles of matter that are in constant motion. Gas particles are constantly colliding with each other and the walls of a container. These collisions are elastic; that is, there is no net loss of energy from the collisions. Gas particles are separated by large distances, with the size of a gas particle tiny compared to the distances that separate them. There are no interactive forces (i. , attraction or repulsion) between the particles of a gas. The average speed of gas particles is dependent on the temperature of the gas.",101
906,What is the body cavity that reptiles have that is involved in reproduction?,ovules,hypothalamus,pristil,cloaca,"Most reptiles have sexual reproduction with internal fertilization. Reptiles have a body cavity called a cloaca that is involved in reproduction. Sperm or eggs are released into an adult reptile’s cloaca. Males have one or two penises that pass sperm from their cloaca to the eggs in the cloaca of a female, where fertilization takes place. In most reptile species, once fertilized the eggs leave the body through an opening in the cloaca. These reptiles are oviparous. Eggs develop and hatch outside the mother’s body.","Most reptiles have sexual reproduction with internal fertilization. Reptiles have a body cavity called a cloaca that is involved in reproduction. Sperm or eggs are released into an adult reptile’s cloaca. Males have one or two penises that pass sperm from their cloaca to the eggs in the cloaca of a female, where fertilization takes place. In most reptile species, once fertilized the eggs leave the body through an opening in the cloaca. These reptiles are oviparous. Eggs develop and hatch outside the mother’s body.",85
660,Bacterial stis can be cured with what?,antiviral drugs,pesticides,antioxidants,antibiotics,"Most STIs are caused by bacteria or viruses. Bacterial STIs can be cured with antibiotics. Viral STIs cannot be cured. Once you are infected with a viral STI, you are likely to be infected for life.","Most STIs are caused by bacteria or viruses. Bacterial STIs can be cured with antibiotics. Viral STIs cannot be cured. Once you are infected with a viral STI, you are likely to be infected for life.",36
5578,What forms the changing shapes of sand dunes?,magnetism,temperature,humidity,wind,"Since we can observe wind forming sand dunes with these patterns now, we have a good explanation for how the Navajo sandstone formed. The Navajo sandstone is a rock formed from ancient sand dunes. The rock shows that the ancient wind direction changed from time to time.","Since we can observe wind forming sand dunes with these patterns now, we have a good explanation for how the Navajo sandstone formed. The Navajo sandstone is a rock formed from ancient sand dunes. The rock shows that the ancient wind direction changed from time to time.",47
1936,What are the most abundant unicellular algae in the oceans?,staurikosaurus,chlorella,sporozoans,chryosophytes,"22.11.4 Chryosophytes Chryosophytes are the most abundant unicellular algae in the oceans. They are also one of the biggest components of plankton, a free-floating collection of microorganisms, eggs, and larvae. As photosynthetic organisms, they produce a significant amount of atmospheric oxygen. The reproduction cycle of chryosophytes is particularly interesting. Note that diatoms reproduce both asexually and sexually. Since diatoms have a rigid cell wall with an outer layer of silica (found in sand and glass), the daughter cells produced by mitosis must fit inside the original cell wall. Therefore, each generation of diatoms is smaller than the one before. The reduction in size continues until the diatoms produce sexually, producing a zygote which eventually grows to the original size as it matures.","22.11.4 Chryosophytes Chryosophytes are the most abundant unicellular algae in the oceans. They are also one of the biggest components of plankton, a free-floating collection of microorganisms, eggs, and larvae. As photosynthetic organisms, they produce a significant amount of atmospheric oxygen. The reproduction cycle of chryosophytes is particularly interesting. Note that diatoms reproduce both asexually and sexually. Since diatoms have a rigid cell wall with an outer layer of silica (found in sand and glass), the daughter cells produced by mitosis must fit inside the original cell wall. Therefore, each generation of diatoms is smaller than the one before. The reduction in size continues until the diatoms produce sexually, producing a zygote which eventually grows to the original size as it matures.",122
8989,Many enzymes are simple proteins consisting entirely of one or more of these?,proteins acid chains,alkali acid chains,interaction acid chains,amino acid chains,"Many enzymes are simple proteins consisting entirely of one or more amino acid chains. Other enzymes contain a nonprotein component called a cofactor that is necessary for the enzyme’s proper functioning. There are two types of cofactors: inorganic ions [e. , zinc or Cu(I) ions] and organic molecules known as coenzymes. Most coenzymes are vitamins or are derived from vitamins.","Many enzymes are simple proteins consisting entirely of one or more amino acid chains. Other enzymes contain a nonprotein component called a cofactor that is necessary for the enzyme’s proper functioning. There are two types of cofactors: inorganic ions [e. , zinc or Cu(I) ions] and organic molecules known as coenzymes. Most coenzymes are vitamins or are derived from vitamins.",60
11371,An aqueous solution is a homogeneous mixture in which the most abundant component is what?,blood,air,oxygen,water,"An aqueous solution is a homogeneous mixture in which the most abundant component is water. The other substance(s) are typically introduced in a solid or liquid form and mixed into the water until they are evenly distributed. For example, if we placed a sample of ethanol in water and mixed it homogeneously, we would have a solution. Table salt mixed with water is another example of a solution. More generally, a solution is a homogeneous mixture. The solution component that is present in the largest amount is called the solvent , and all other substances are referred to as solutes . In aqueous solutions, water is always the solvent.","An aqueous solution is a homogeneous mixture in which the most abundant component is water. The other substance(s) are typically introduced in a solid or liquid form and mixed into the water until they are evenly distributed. For example, if we placed a sample of ethanol in water and mixed it homogeneously, we would have a solution. Table salt mixed with water is another example of a solution. More generally, a solution is a homogeneous mixture. The solution component that is present in the largest amount is called the solvent , and all other substances are referred to as solutes . In aqueous solutions, water is always the solvent.",109
4734,An electrical motor changes electrical energy into what?,thermal energy,chemical energy,solar energy,mechanical energy,"Electrical motors change electrical energy into mechanical energy. The motor consists of an electrical circuit with part of the wires inside a magnetic field. This can be seen below. Positive charges move through the circuit in the direction of the light purple arrows. When the charges move up through the part of the coil that is right next to the north pole, the right hand rule tells us that the wire suffers the force, F , pushing the wire in the direction of the blue arrow, toward the back of the sketch. On the other side of the coil, where the charges are moving down through the field, the right hand rule shows the force would push this side of the coil toward the front. These two forces are working together, rotating the coil in the direction of the circular red arrow.","Electrical motors change electrical energy into mechanical energy. The motor consists of an electrical circuit with part of the wires inside a magnetic field. This can be seen below. Positive charges move through the circuit in the direction of the light purple arrows. When the charges move up through the part of the coil that is right next to the north pole, the right hand rule tells us that the wire suffers the force, F , pushing the wire in the direction of the blue arrow, toward the back of the sketch. On the other side of the coil, where the charges are moving down through the field, the right hand rule shows the force would push this side of the coil toward the front. These two forces are working together, rotating the coil in the direction of the circular red arrow.",142
1379,What is a disease that can be spread from animals to humans called?,parasite,proteolysis,Anthroponosis,zoonosis,"Often, new diseases result from the spread of an existing disease from animals to humans. A disease that can be spread from animals to humans is called a zoonosis . When a disease breaks out, scientists called epidemiologists investigate the outbreak, looking for its cause. Epidemiologists are like detectives trying to solve a crime. The information epidemiologists learn is important to understand the pathogen, and help prevent future outbreaks of disease.","Often, new diseases result from the spread of an existing disease from animals to humans. A disease that can be spread from animals to humans is called a zoonosis . When a disease breaks out, scientists called epidemiologists investigate the outbreak, looking for its cause. Epidemiologists are like detectives trying to solve a crime. The information epidemiologists learn is important to understand the pathogen, and help prevent future outbreaks of disease.",71
1341,What catalyzes the hydrolysis of amino acids from the n-terminal end of a protein?,nucleic acid,synthase,testosterone,aminopeptidase,"Pepsinogen is an inactive form of pepsin; pepsin is the active form of the enzyme. Both enzymes catalyze the hydrolysis of peptide bonds. Chymotrypsin catalyzes the hydrolysis of peptide bonds following aromatic amino acids, while trypsin catalyzes the hydrolysis of peptide bonds following lysine and arginine. Aminopeptidase catalyzes the hydrolysis of amino acids from the N-terminal end of a protein, while carboxypeptidase catalyzes the hydrolysis of amino acids from the Cterminal end of a protein.","Pepsinogen is an inactive form of pepsin; pepsin is the active form of the enzyme. Both enzymes catalyze the hydrolysis of peptide bonds. Chymotrypsin catalyzes the hydrolysis of peptide bonds following aromatic amino acids, while trypsin catalyzes the hydrolysis of peptide bonds following lysine and arginine. Aminopeptidase catalyzes the hydrolysis of amino acids from the N-terminal end of a protein, while carboxypeptidase catalyzes the hydrolysis of amino acids from the Cterminal end of a protein.",75
9421,The ability of a water spider to walk across a body of water is an example of what?,magnetism,high density,low gravity,surface tension,"The surface tension of water is illustrated by a number of common occurrences. For example, water spiders are able to walk across bodies of water because of surface tension. Even though the spiders are denser than water, they do not sink, because the small amount of weight pressing down on the surface is not enough to break the strong hydrogen bonds that hold the surface together.","The surface tension of water is illustrated by a number of common occurrences. For example, water spiders are able to walk across bodies of water because of surface tension. Even though the spiders are denser than water, they do not sink, because the small amount of weight pressing down on the surface is not enough to break the strong hydrogen bonds that hold the surface together.",66
4608,"The punnett square shows the possible what, and their most likely ratios?",phenotypes,receptors,chromosomes,genotypes,"If the parents had four offspring, their most likely genotypes would be one BB, two Bb, and one bb. But the genotype ratios of their actual offspring may differ. That's because which gametes happen to unite is a matter of chance, like a coin toss. The Punnett square just shows the possible genotypes and their most likely ratios.","If the parents had four offspring, their most likely genotypes would be one BB, two Bb, and one bb. But the genotype ratios of their actual offspring may differ. That's because which gametes happen to unite is a matter of chance, like a coin toss. The Punnett square just shows the possible genotypes and their most likely ratios.",58
969,Which part of all mammals have the same basic bone structure?,necks,ankles,knees,forelimbs,The forelimbs of all mammals have the same basic bone structure.,The forelimbs of all mammals have the same basic bone structure.,11
13,What are used to write nuclear equations for radioactive decay?,radioactive symbols,trigonometric symbols,critical symbols,nuclear symbols,Nuclear symbols are used to write nuclear equations for radioactive decay. Let’s consider the example of the beta-minus decay of thorium-234 to protactinium-234. This reaction is represented by the equation:.,Nuclear symbols are used to write nuclear equations for radioactive decay. Let’s consider the example of the beta-minus decay of thorium-234 to protactinium-234. This reaction is represented by the equation:.,30
436,Dalton's law and henry's law both describe aspects of what type of exchange?,liquid,energy,electron,gas,"22.4 Gas Exchange The behavior of gases can be explained by the principles of Dalton’s law and Henry’s law, both of which describe aspects of gas exchange. Dalton’s law states that each specific gas in a mixture of gases exerts force (its partial pressure) independently of the other gases in the mixture. Henry’s law states that the amount of a specific gas that dissolves in a liquid is a function of its partial pressure. The greater the partial pressure of a gas, the more of that gas will dissolve in a liquid, as the gas moves toward equilibrium. Gas molecules move down a pressure gradient; in other words, gas moves from a region of high pressure to a region of low pressure. The partial pressure of oxygen is high in the alveoli and low in the blood of the pulmonary capillaries. As a result, oxygen diffuses across the respiratory membrane from the alveoli into the blood. In contrast, the partial pressure of carbon dioxide is high in the pulmonary capillaries and low in the alveoli. Therefore, carbon dioxide diffuses across the respiratory membrane from the blood into the alveoli. The amount of oxygen and carbon dioxide that diffuses across the respiratory membrane is similar. Ventilation is the process that moves air into and out of the alveoli, and perfusion affects the flow of blood in the capillaries. Both are important in gas exchange, as ventilation must be sufficient to create a high partial pressure of oxygen in the alveoli. If ventilation is insufficient and the partial pressure of oxygen drops in the alveolar air, the capillary is constricted and blood flow is redirected to alveoli with sufficient ventilation. External respiration refers to gas exchange that occurs in the alveoli, whereas internal respiration refers to gas exchange that occurs in the tissue. Both are driven by partial pressure differences.","22.4 Gas Exchange The behavior of gases can be explained by the principles of Dalton’s law and Henry’s law, both of which describe aspects of gas exchange. Dalton’s law states that each specific gas in a mixture of gases exerts force (its partial pressure) independently of the other gases in the mixture. Henry’s law states that the amount of a specific gas that dissolves in a liquid is a function of its partial pressure. The greater the partial pressure of a gas, the more of that gas will dissolve in a liquid, as the gas moves toward equilibrium. Gas molecules move down a pressure gradient; in other words, gas moves from a region of high pressure to a region of low pressure. The partial pressure of oxygen is high in the alveoli and low in the blood of the pulmonary capillaries. As a result, oxygen diffuses across the respiratory membrane from the alveoli into the blood. In contrast, the partial pressure of carbon dioxide is high in the pulmonary capillaries and low in the alveoli. Therefore, carbon dioxide diffuses across the respiratory membrane from the blood into the alveoli. The amount of oxygen and carbon dioxide that diffuses across the respiratory membrane is similar. Ventilation is the process that moves air into and out of the alveoli, and perfusion affects the flow of blood in the capillaries. Both are important in gas exchange, as ventilation must be sufficient to create a high partial pressure of oxygen in the alveoli. If ventilation is insufficient and the partial pressure of oxygen drops in the alveolar air, the capillary is constricted and blood flow is redirected to alveoli with sufficient ventilation. External respiration refers to gas exchange that occurs in the alveoli, whereas internal respiration refers to gas exchange that occurs in the tissue. Both are driven by partial pressure differences.",308
6348,What do glands in the skin produce to cool down the body?,mucus,lactic acid,saliva,sweat,"glands in the skin that produce sweat, a salty fluid that helps cool down the body.","glands in the skin that produce sweat, a salty fluid that helps cool down the body.",16
8750,What do we call the amount of time it will take for half of the radioactive material to decay?,one quarter-life,one partial-life,one full-life,one half-life,The measure of how quickly a nucleus decays is given by the half-life of the nucleus. One half-life is the amount of time it will take for half of the radioactive material to decay.,The measure of how quickly a nucleus decays is given by the half-life of the nucleus. One half-life is the amount of time it will take for half of the radioactive material to decay.,34
7254,Alpha and beta decay occur when a nucleus has too many protons or an unstable ratio of what?,nucleus to neutrons,electrons to neutrons,atoms to neutrons,protons to neutrons,"Alpha and beta decay occur when a nucleus has too many protons or an unstable ratio of protons to neutrons. When the nucleus emits a particle, it gains or loses one or two protons, so the atom becomes a different element. Gamma decay, in contrast, occurs when a nucleus is in an excited state and has too much energy to be stable. This often happens after alpha or beta decay has occurred. Because only energy is emitted during gamma decay, the number of protons remains the same. Therefore, an atom does not become a different element during this type of decay.","Alpha and beta decay occur when a nucleus has too many protons or an unstable ratio of protons to neutrons. When the nucleus emits a particle, it gains or loses one or two protons, so the atom becomes a different element. Gamma decay, in contrast, occurs when a nucleus is in an excited state and has too much energy to be stable. This often happens after alpha or beta decay has occurred. Because only energy is emitted during gamma decay, the number of protons remains the same. Therefore, an atom does not become a different element during this type of decay.",101
3813,What type of rock contains concentrations of valuable minerals?,metamorphic,sedimentary,igneous,ores,A mineral deposit that contains enough minerals to be mined for profit is called an ore . Ores are rocks that contain concentrations of valuable minerals. The bauxite shown in the Figure below is a rock that contains minerals that are used to make aluminum.,A mineral deposit that contains enough minerals to be mined for profit is called an ore . Ores are rocks that contain concentrations of valuable minerals. The bauxite shown in the Figure below is a rock that contains minerals that are used to make aluminum.,45
7099,Hydrogen gas is generated by the reaction of nitric acid and what else?,carbon,gaseous iron,martian iron,elemental iron,"E XA MP L E 1 7 Hydrogen gas is generated by the reaction of nitric acid and elemental iron. The gas is collected in an inverted 2.00 L container immersed in a pool of water at 22°C. At the end of the collection, the partial pressure inside the container is 733 torr. How many moles of H2 gas were generated?.","E XA MP L E 1 7 Hydrogen gas is generated by the reaction of nitric acid and elemental iron. The gas is collected in an inverted 2.00 L container immersed in a pool of water at 22°C. At the end of the collection, the partial pressure inside the container is 733 torr. How many moles of H2 gas were generated?.",61
